Time,HNE
196.365,0.0016
196.37,0.00188
196.375,0.00204
196.38,0.00209
196.385,0.00211
196.39,0.00206
196.395,0.00194
196.4,0.00185
196.405,0.00172
196.41,0.00153
196.415,0.00136
196.42,0.00112
196.425,0.00085
196.43,0.00065
196.435,0.00033
196.44,-0.00001
196.445,-0.00022
196.45,-0.00039
196.455,-0.00058
196.46,-0.00077
196.465,-0.00091
196.47,-0.00104
196.475,-0.00113
196.48,-0.00115
196.485,-0.0012
196.49,-0.00126
196.495,-0.00129
196.5,-0.00134
196.505,-0.00133
196.51,-0.00128
196.515,-0.00126
196.52,-0.0012
196.525,-0.00106
196.53,-0.00087
196.535,-0.00076
196.54,-0.00067
196.545,-0.00056
196.55,-0.00057
196.555,-0.00055
196.56,-0.00045
196.565,-0.0005
196.57,-0.00066
196.575,-0.00087
196.58,-0.00109
196.585,-0.00127
196.59,-0.00142
196.595,-0.00158
196.6,-0.00177
196.605,-0.00197
196.61,-0.0021
196.615,-0.00222
196.62,-0.00239
196.625,-0.00254
196.63,-0.00258
196.635,-0.00249
196.64,-0.00232
196.645,-0.00206
196.65,-0.00176
196.655,-0.00146
196.66,-0.00121
196.665,-0.00098
196.67,-0.00072
196.675,-0.00048
196.68,-0.00027
196.685,-0.00002
196.69,0.00028
196.695,0.0005
196.7,0.00065
196.705,0.00079
196.71,0.00087
196.715,0.00094
196.72,0.00095
196.725,0.0009
196.73,0.00087
196.735,0.00085
196.74,0.00081
196.745,0.00071
196.75,0.00055
196.755,0.00034
196.76,0.00005
196.765,-0.00026
196.77,-0.00059
196.775,-0.00088
196.78,-0.00114
196.785,-0.00135
196.79,-0.00146
196.795,-0.00157
196.8,-0.0017
196.805,-0.00178
196.81,-0.00189
196.815,-0.00194
196.82,-0.00196
196.825,-0.00201
196.83,-0.00197
196.835,-0.00193
196.84,-0.00197
196.845,-0.00208
196.85,-0.00229
196.855,-0.00245
196.86,-0.0026
196.865,-0.00274
196.87,-0.00288
196.875,-0.003
196.88,-0.00299
196.885,-0.00297
196.89,-0.00293
196.895,-0.0029
196.9,-0.00294
196.905,-0.00287
196.91,-0.00276
196.915,-0.00267
196.92,-0.0025
196.925,-0.00242
196.93,-0.00238
196.935,-0.00238
196.94,-0.00246
196.945,-0.00259
196.95,-0.00282
196.955,-0.00301
196.96,-0.0032
196.965,-0.00346
196.97,-0.00367
196.975,-0.00386
196.98,-0.00404
196.985,-0.00425
196.99,-0.00443
196.995,-0.00449
197,-0.00442
197.005,-0.00424
197.01,-0.00401
197.015,-0.0037
197.02,-0.00332
197.025,-0.00293
197.03,-0.00249
197.035,-0.00213
197.04,-0.00187
197.045,-0.00168
197.05,-0.00154
197.055,-0.00144
197.06,-0.00146
197.065,-0.00157
197.07,-0.00174
197.075,-0.00197
197.08,-0.00223
197.085,-0.00251
197.09,-0.00282
197.095,-0.00309
197.1,-0.00328
197.105,-0.00338
197.11,-0.00344
197.115,-0.00345
197.12,-0.00339
197.125,-0.00328
197.13,-0.00313
197.135,-0.00304
197.14,-0.00305
197.145,-0.00307
197.15,-0.00314
197.155,-0.00324
197.16,-0.00324
197.165,-0.00326
197.17,-0.00332
197.175,-0.00325
197.18,-0.00319
197.185,-0.00326
197.19,-0.00339
197.195,-0.00347
197.2,-0.00352
197.205,-0.00359
197.21,-0.00365
197.215,-0.00365
197.22,-0.0036
197.225,-0.00353
197.23,-0.00345
197.235,-0.00344
197.24,-0.00337
197.245,-0.00328
197.25,-0.00326
197.255,-0.00329
197.26,-0.00335
197.265,-0.00345
197.27,-0.00352
197.275,-0.00358
197.28,-0.00367
197.285,-0.00377
197.29,-0.00398
197.295,-0.00414
197.3,-0.00414
197.305,-0.00413
197.31,-0.00413
197.315,-0.00414
197.32,-0.00418
197.325,-0.00416
197.33,-0.00416
197.335,-0.00419
197.34,-0.00427
197.345,-0.00441
197.35,-0.00451
197.355,-0.00457
197.36,-0.00448
197.365,-0.00434
197.37,-0.00422
197.375,-0.00405
197.38,-0.0038
197.385,-0.0035
197.39,-0.00325
197.395,-0.00319
197.4,-0.00321
197.405,-0.00318
197.41,-0.00306
197.415,-0.0029
197.42,-0.00284
197.425,-0.00283
197.43,-0.00286
197.435,-0.0029
197.44,-0.00287
197.445,-0.00293
197.45,-0.00305
197.455,-0.00314
197.46,-0.00315
197.465,-0.00306
197.47,-0.00298
197.475,-0.003
197.48,-0.00314
197.485,-0.00331
197.49,-0.00348
197.495,-0.00354
197.5,-0.00352
197.505,-0.00343
197.51,-0.00325
197.515,-0.00308
197.52,-0.00288
197.525,-0.00268
197.53,-0.00259
197.535,-0.0026
197.54,-0.00271
197.545,-0.00286
197.55,-0.00298
197.555,-0.00309
197.56,-0.0031
197.565,-0.00306
197.57,-0.00306
197.575,-0.00309
197.58,-0.0031
197.585,-0.003
197.59,-0.00293
197.595,-0.00288
197.6,-0.00279
197.605,-0.00266
197.61,-0.00254
197.615,-0.00245
197.62,-0.00235
197.625,-0.00226
197.63,-0.00216
197.635,-0.00207
197.64,-0.00197
197.645,-0.00192
197.65,-0.00199
197.655,-0.00211
197.66,-0.00225
197.665,-0.00237
197.67,-0.00242
197.675,-0.00248
197.68,-0.00255
197.685,-0.00245
197.69,-0.00217
197.695,-0.0018
197.7,-0.00143
197.705,-0.00107
197.71,-0.00068
197.715,-0.00039
197.72,-0.0001
197.725,0.00027
197.73,0.00064
197.735,0.00094
197.74,0.00107
197.745,0.00115
197.75,0.00132
197.755,0.00155
197.76,0.00176
197.765,0.0018
197.77,0.00169
197.775,0.00154
197.78,0.00133
197.785,0.00111
197.79,0.00099
197.795,0.00078
197.8,0.00045
197.805,0.0001
197.81,-0.00026
197.815,-0.00052
197.82,-0.00075
197.825,-0.00088
197.83,-0.00086
197.835,-0.00087
197.84,-0.0008
197.845,-0.00058
197.85,-0.0003
197.855,0.00008
197.86,0.00036
197.865,0.00059
197.87,0.00092
197.875,0.00124
197.88,0.0017
197.885,0.00213
197.89,0.00239
197.895,0.0026
197.9,0.00265
197.905,0.00268
197.91,0.00278
197.915,0.00276
197.92,0.00269
197.925,0.0026
197.93,0.00255
197.935,0.00253
197.94,0.00237
197.945,0.00222
197.95,0.00219
197.955,0.00223
197.96,0.00235
197.965,0.00244
197.97,0.00256
197.975,0.00276
197.98,0.00305
197.985,0.0034
197.99,0.00364
197.995,0.00379
198,0.00391
198.005,0.00406
198.01,0.00429
198.015,0.00442
198.02,0.0044
198.025,0.00436
198.03,0.00436
198.035,0.00436
198.04,0.00435
198.045,0.00423
198.05,0.00405
198.055,0.00393
198.06,0.00378
198.065,0.0036
198.07,0.00338
198.075,0.00315
198.08,0.00295
198.085,0.00281
198.09,0.00274
198.095,0.00274
198.1,0.00276
198.105,0.00281
198.11,0.00296
198.115,0.00315
198.12,0.0033
198.125,0.00339
198.13,0.0035
198.135,0.00369
198.14,0.00384
198.145,0.004
198.15,0.00418
198.155,0.00431
198.16,0.00442
198.165,0.00452
198.17,0.0047
198.175,0.00489
198.18,0.00495
198.185,0.00496
198.19,0.0049
198.195,0.00482
198.2,0.00481
198.205,0.00474
198.21,0.00466
198.215,0.00453
198.22,0.00435
198.225,0.0043
198.23,0.00436
198.235,0.00439
198.24,0.00431
198.245,0.00416
198.25,0.00409
198.255,0.00412
198.26,0.00416
198.265,0.00413
198.27,0.00405
198.275,0.00406
198.28,0.00418
198.285,0.00422
198.29,0.00409
198.295,0.00384
198.3,0.00349
198.305,0.00316
198.31,0.00287
198.315,0.00257
198.32,0.00221
198.325,0.00176
198.33,0.00138
198.335,0.00108
198.34,0.00076
198.345,0.00045
198.35,0.0002
198.355,0.00002
198.36,-0.00009
198.365,-0.00017
198.37,-0.00017
198.375,-0.00007
198.38,-0.00002
198.385,-0.00001
198.39,0.00011
198.395,0.00023
198.4,0.00037
198.405,0.0006
198.41,0.00093
198.415,0.00129
198.42,0.00149
198.425,0.00159
198.43,0.00168
198.435,0.00177
198.44,0.00189
198.445,0.00194
198.45,0.00201
198.455,0.00216
198.46,0.00224
198.465,0.00229
198.47,0.00222
198.475,0.0021
198.48,0.002
198.485,0.00185
198.49,0.00182
198.495,0.00193
198.5,0.0021
198.505,0.00232
198.51,0.00242
198.515,0.00255
198.52,0.00278
198.525,0.00292
198.53,0.00302
198.535,0.00306
198.54,0.00306
198.545,0.00312
198.55,0.00322
198.555,0.00332
198.56,0.00334
198.565,0.00326
198.57,0.00323
198.575,0.00331
198.58,0.00332
198.585,0.00317
198.59,0.00296
198.595,0.00278
198.6,0.0027
198.605,0.00263
198.61,0.00251
198.615,0.0024
198.62,0.00231
198.625,0.0023
198.63,0.0023
198.635,0.00227
198.64,0.00224
198.645,0.00211
198.65,0.00196
198.655,0.00183
198.66,0.00166
198.665,0.00148
198.67,0.00131
198.675,0.0011
198.68,0.00095
198.685,0.00084
198.69,0.00072
198.695,0.00066
198.7,0.00057
198.705,0.00056
198.71,0.00066
198.715,0.00078
198.72,0.00093
198.725,0.00116
198.73,0.00146
198.735,0.00177
198.74,0.00203
198.745,0.00222
198.75,0.00236
198.755,0.00246
198.76,0.00251
198.765,0.00246
198.77,0.00236
198.775,0.00228
198.78,0.00229
198.785,0.00233
198.79,0.00227
198.795,0.00215
198.8,0.00195
198.805,0.00169
198.81,0.00142
198.815,0.00121
198.82,0.00108
198.825,0.00098
198.83,0.00096
198.835,0.00099
198.84,0.00112
198.845,0.00127
198.85,0.00133
198.855,0.00138
198.86,0.00148
198.865,0.0016
198.87,0.00177
198.875,0.0019
198.88,0.00199
198.885,0.00206
198.89,0.00211
198.895,0.00219
198.9,0.0023
198.905,0.0023
198.91,0.00219
198.915,0.00204
198.92,0.00189
198.925,0.00182
198.93,0.00175
198.935,0.00161
198.94,0.00141
198.945,0.00121
198.95,0.00121
198.955,0.00127
198.96,0.00137
198.965,0.00158
198.97,0.00174
198.975,0.00187
198.98,0.00198
198.985,0.00205
198.99,0.0021
198.995,0.00208
199,0.00206
199.005,0.00195
199.01,0.00181
199.015,0.00173
199.02,0.00161
199.025,0.00146
199.03,0.00116
199.035,0.00065
199.04,0.0002
199.045,-0.00015
199.05,-0.00041
199.055,-0.00057
199.06,-0.00071
199.065,-0.00077
199.07,-0.00076
199.075,-0.00072
199.08,-0.00071
199.085,-0.00074
199.09,-0.00076
199.095,-0.00074
199.1,-0.00066
199.105,-0.00052
199.11,-0.00035
199.115,-0.00031
199.12,-0.00023
199.125,0.00002
199.13,0.00021
199.135,0.00042
199.14,0.00066
199.145,0.0008
199.15,0.00096
199.155,0.00117
199.16,0.00139
199.165,0.00154
199.17,0.00159
199.175,0.00159
199.18,0.00142
199.185,0.00116
199.19,0.00093
199.195,0.00065
199.2,0.00036
199.205,0.00009
199.21,-0.00014
199.215,-0.00029
199.22,-0.00049
199.225,-0.0007
199.23,-0.00087
199.235,-0.00109
199.24,-0.00129
199.245,-0.00138
199.25,-0.00138
199.255,-0.00136
199.26,-0.00126
199.265,-0.00107
199.27,-0.00088
199.275,-0.00068
199.28,-0.00041
199.285,-0.00014
199.29,0.00015
199.295,0.00039
199.3,0.00059
199.305,0.00073
199.31,0.00079
199.315,0.00083
199.32,0.00077
199.325,0.00068
199.33,0.00056
199.335,0.00045
199.34,0.00039
199.345,0.00033
199.35,0.00025
199.355,0.00009
199.36,-0.0001
199.365,-0.00022
199.37,-0.00029
199.375,-0.00042
199.38,-0.00061
199.385,-0.00079
199.39,-0.00089
199.395,-0.00097
199.4,-0.00097
199.405,-0.00089
199.41,-0.0009
199.415,-0.00094
199.42,-0.00095
199.425,-0.001
199.43,-0.00102
199.435,-0.00108
199.44,-0.00116
199.445,-0.00121
199.45,-0.00111
199.455,-0.0009
199.46,-0.00082
199.465,-0.00077
199.47,-0.00072
199.475,-0.00072
199.48,-0.00066
199.485,-0.0006
199.49,-0.00056
199.495,-0.00053
199.5,-0.00052
199.505,-0.00046
199.51,-0.00044
199.515,-0.00044
199.52,-0.00049
199.525,-0.0006
199.53,-0.00069
199.535,-0.00075
199.54,-0.00078
199.545,-0.00081
199.55,-0.00082
199.555,-0.00082
199.56,-0.00087
199.565,-0.00099
199.57,-0.0011
199.575,-0.00127
199.58,-0.00149
199.585,-0.00168
199.59,-0.00177
199.595,-0.00183
199.6,-0.0019
199.605,-0.00195
199.61,-0.002
199.615,-0.002
199.62,-0.00195
199.625,-0.00198
199.63,-0.00212
199.635,-0.00215
199.64,-0.00216
199.645,-0.00218
199.65,-0.00207
199.655,-0.002
199.66,-0.00201
199.665,-0.002
199.67,-0.0019
199.675,-0.00187
199.68,-0.00201
199.685,-0.00208
199.69,-0.00212
199.695,-0.0022
199.7,-0.00227
199.705,-0.00226
199.71,-0.00226
199.715,-0.00222
199.72,-0.00213
199.725,-0.00216
199.73,-0.00226
199.735,-0.00225
199.74,-0.00218
199.745,-0.00214
199.75,-0.00207
199.755,-0.00196
199.76,-0.00193
199.765,-0.00194
199.77,-0.00185
199.775,-0.00181
199.78,-0.00188
199.785,-0.00191
199.79,-0.0018
199.795,-0.00171
199.8,-0.00173
199.805,-0.00171
199.81,-0.00174
199.815,-0.00179
199.82,-0.00172
199.825,-0.00164
199.83,-0.00161
199.835,-0.00144
199.84,-0.00113
199.845,-0.00083
199.85,-0.00052
199.855,-0.00024
199.86,0.00003
199.865,0.0003
199.87,0.00058
199.875,0.00075
199.88,0.00077
199.885,0.00077
199.89,0.00081
199.895,0.00079
199.9,0.00075
199.905,0.00073
199.91,0.00067
199.915,0.00068
199.92,0.00077
199.925,0.0008
199.93,0.00078
199.935,0.00077
199.94,0.00076
199.945,0.00077
199.95,0.00082
199.955,0.00088
199.96,0.00092
199.965,0.00099
199.97,0.00106
199.975,0.00104
199.98,0.00097
199.985,0.00093
199.99,0.00089
199.995,0.00088
200,0.00097
200.005,0.001
200.01,0.00104
200.015,0.00118
200.02,0.00128
200.025,0.00133
200.03,0.00137
200.035,0.00147
200.04,0.00155
200.045,0.00152
200.05,0.00156
200.055,0.00155
200.06,0.00148
200.065,0.00148
200.07,0.0014
200.075,0.00131
200.08,0.00123
200.085,0.00108
200.09,0.00086
200.095,0.00053
200.1,0.00026
200.105,0.00001
200.11,-0.0003
200.115,-0.00055
200.12,-0.00078
200.125,-0.00099
200.13,-0.00105
200.135,-0.00107
200.14,-0.00117
200.145,-0.00123
200.15,-0.00126
200.155,-0.0012
200.16,-0.00102
200.165,-0.0008
200.17,-0.00067
200.175,-0.00055
200.18,-0.00032
200.185,-0.0001
200.19,0.00006
200.195,0.00013
200.2,0.0002
200.205,0.00021
200.21,0.00019
200.215,0.00015
200.22,0.00008
200.225,-0.00008
200.23,-0.00022
200.235,-0.00026
200.24,-0.0004
200.245,-0.00048
200.25,-0.00052
200.255,-0.00055
200.26,-0.00052
200.265,-0.00047
200.27,-0.00037
200.275,-0.00032
200.28,-0.00023
200.285,-0.00005
200.29,0.00008
200.295,0.00015
200.3,0.00017
200.305,0.00015
200.31,0
200.315,-0.00017
200.32,-0.00023
200.325,-0.00028
200.33,-0.00032
200.335,-0.00029
200.34,-0.00032
200.345,-0.00041
200.35,-0.00051
200.355,-0.00071
200.36,-0.00096
200.365,-0.00125
200.37,-0.0016
200.375,-0.00191
200.38,-0.00207
200.385,-0.0021
200.39,-0.00214
200.395,-0.0022
200.4,-0.00224
200.405,-0.00232
200.41,-0.0024
200.415,-0.00248
200.42,-0.00256
200.425,-0.0026
200.43,-0.00262
200.435,-0.00263
200.44,-0.00264
200.445,-0.00271
200.45,-0.00275
200.455,-0.00279
200.46,-0.00282
200.465,-0.00284
200.47,-0.00295
200.475,-0.00309
200.48,-0.00317
200.485,-0.00319
200.49,-0.00326
200.495,-0.00341
200.5,-0.00361
200.505,-0.00379
200.51,-0.0039
200.515,-0.00396
200.52,-0.00398
200.525,-0.00395
200.53,-0.00393
200.535,-0.00394
200.54,-0.00388
200.545,-0.00378
200.55,-0.00361
200.555,-0.00337
200.56,-0.00307
200.565,-0.00267
200.57,-0.0023
200.575,-0.00204
200.58,-0.00188
200.585,-0.00181
200.59,-0.00173
200.595,-0.00163
200.6,-0.00147
200.605,-0.0012
200.61,-0.0009
200.615,-0.00056
200.62,-0.00026
200.625,-0.00004
200.63,0.00011
200.635,0.00003
200.64,-0.00018
200.645,-0.00038
200.65,-0.00062
200.655,-0.0008
200.66,-0.001
200.665,-0.00122
200.67,-0.00136
200.675,-0.00157
200.68,-0.00183
200.685,-0.00212
200.69,-0.0024
200.695,-0.00259
200.7,-0.00274
200.705,-0.00287
200.71,-0.00294
200.715,-0.00306
200.72,-0.00313
200.725,-0.00312
200.73,-0.0031
200.735,-0.00312
200.74,-0.00319
200.745,-0.00315
200.75,-0.00302
200.755,-0.003
200.76,-0.00302
200.765,-0.00305
200.77,-0.0031
200.775,-0.0031
200.78,-0.00304
200.785,-0.0029
200.79,-0.00266
200.795,-0.00243
200.8,-0.00239
200.805,-0.00245
200.81,-0.00255
200.815,-0.00273
200.82,-0.00295
200.825,-0.00309
200.83,-0.00324
200.835,-0.00342
200.84,-0.00355
200.845,-0.00363
200.85,-0.00364
200.855,-0.0036
200.86,-0.00355
200.865,-0.00343
200.87,-0.00321
200.875,-0.00294
200.88,-0.00262
200.885,-0.00236
200.89,-0.00221
200.895,-0.00211
200.9,-0.00218
200.905,-0.00232
200.91,-0.00245
200.915,-0.0027
200.92,-0.00297
200.925,-0.00327
200.93,-0.00359
200.935,-0.00386
200.94,-0.00414
200.945,-0.00439
200.95,-0.00461
200.955,-0.00482
200.96,-0.00498
200.965,-0.00505
200.97,-0.00498
200.975,-0.0049
200.98,-0.00486
200.985,-0.00477
200.99,-0.00467
200.995,-0.00454
201,-0.00441
201.005,-0.0044
201.01,-0.00443
201.015,-0.00451
201.02,-0.00462
201.025,-0.00471
201.03,-0.00478
201.035,-0.00483
201.04,-0.00487
201.045,-0.00486
201.05,-0.00481
201.055,-0.00476
201.06,-0.00473
201.065,-0.00466
201.07,-0.00456
201.075,-0.00444
201.08,-0.00426
201.085,-0.00408
201.09,-0.0039
201.095,-0.00375
201.1,-0.00374
201.105,-0.0037
201.11,-0.00356
201.115,-0.0034
201.12,-0.00323
201.125,-0.00305
201.13,-0.00285
201.135,-0.00263
201.14,-0.00229
201.145,-0.00198
201.15,-0.00172
201.155,-0.00152
201.16,-0.00138
201.165,-0.00128
201.17,-0.00123
201.175,-0.00113
201.18,-0.00105
201.185,-0.00105
201.19,-0.00109
201.195,-0.00123
201.2,-0.00138
201.205,-0.00157
201.21,-0.00176
201.215,-0.00185
201.22,-0.00193
201.225,-0.002
201.23,-0.00201
201.235,-0.00201
201.24,-0.00203
201.245,-0.00211
201.25,-0.00215
201.255,-0.00213
201.26,-0.00213
201.265,-0.00212
201.27,-0.00203
201.275,-0.00192
201.28,-0.00181
201.285,-0.00176
201.29,-0.00173
201.295,-0.00165
201.3,-0.00157
201.305,-0.00155
201.31,-0.00164
201.315,-0.00172
201.32,-0.00167
201.325,-0.00158
201.33,-0.00145
201.335,-0.0012
201.34,-0.00097
201.345,-0.00072
201.35,-0.00038
201.355,-0.00004
201.36,0.00035
201.365,0.00067
201.37,0.00092
201.375,0.0012
201.38,0.00138
201.385,0.00161
201.39,0.00182
201.395,0.00192
201.4,0.00206
201.405,0.00219
201.41,0.00237
201.415,0.00265
201.42,0.00284
201.425,0.00296
201.43,0.00301
201.435,0.00306
201.44,0.00314
201.445,0.00319
201.45,0.00324
201.455,0.00328
201.46,0.00332
201.465,0.00345
201.47,0.00364
201.475,0.00382
201.48,0.00398
201.485,0.00409
201.49,0.00422
201.495,0.0044
201.5,0.00449
201.505,0.00454
201.51,0.0046
201.515,0.00472
201.52,0.00488
201.525,0.00492
201.53,0.00483
201.535,0.00469
201.54,0.00459
201.545,0.00456
201.55,0.00451
201.555,0.00448
201.56,0.00448
201.565,0.0045
201.57,0.00458
201.575,0.00469
201.58,0.00478
201.585,0.00487
201.59,0.00493
201.595,0.00498
201.6,0.00507
201.605,0.00515
201.61,0.00524
201.615,0.00537
201.62,0.00556
201.625,0.00581
201.63,0.00601
201.635,0.0062
201.64,0.00645
201.645,0.0067
201.65,0.00682
201.655,0.0069
201.66,0.00697
201.665,0.00702
201.67,0.007
201.675,0.00691
201.68,0.00682
201.685,0.00667
201.69,0.00643
201.695,0.00619
201.7,0.00597
201.705,0.00575
201.71,0.0055
201.715,0.00523
201.72,0.00499
201.725,0.00484
201.73,0.00483
201.735,0.00488
201.74,0.00496
201.745,0.00511
201.75,0.00526
201.755,0.00543
201.76,0.00569
201.765,0.00596
201.77,0.00617
201.775,0.00628
201.78,0.00637
201.785,0.00648
201.79,0.00655
201.795,0.00658
201.8,0.00663
201.805,0.00667
201.81,0.00666
201.815,0.00662
201.82,0.00644
201.825,0.00617
201.83,0.00592
201.835,0.00568
201.84,0.00557
201.845,0.0055
201.85,0.00529
201.855,0.00498
201.86,0.00465
201.865,0.00437
201.87,0.00411
201.875,0.0038
201.88,0.00358
201.885,0.00348
201.89,0.00346
201.895,0.0035
201.9,0.00354
201.905,0.00358
201.91,0.00352
201.915,0.00341
201.92,0.00334
201.925,0.00313
201.93,0.00292
201.935,0.0028
201.94,0.00276
201.945,0.00292
201.95,0.0031
201.955,0.00324
201.96,0.00344
201.965,0.00366
201.97,0.00393
201.975,0.00418
201.98,0.00436
201.985,0.00455
201.99,0.00465
201.995,0.00467
202,0.0045
202.005,0.00414
202.01,0.00378
202.015,0.00346
202.02,0.00338
202.025,0.00342
202.03,0.00347
202.035,0.00359
202.04,0.00378
202.045,0.00399
202.05,0.00416
202.055,0.00425
202.06,0.00417
202.065,0.00401
202.07,0.00386
202.075,0.00364
202.08,0.00335
202.085,0.00305
202.09,0.00273
202.095,0.00254
202.1,0.00244
202.105,0.00245
202.11,0.00256
202.115,0.00251
202.12,0.00244
202.125,0.00237
202.13,0.00225
202.135,0.00208
202.14,0.00175
202.145,0.00143
202.15,0.00118
202.155,0.00094
202.16,0.00069
202.165,0.00036
202.17,0.00007
202.175,-0.00019
202.18,-0.00056
202.185,-0.00092
202.19,-0.00122
202.195,-0.00144
202.2,-0.00145
202.205,-0.0013
202.21,-0.00103
202.215,-0.00065
202.22,-0.00018
202.225,0.00025
202.23,0.0005
202.235,0.00058
202.24,0.0006
202.245,0.00076
202.25,0.0011
202.255,0.00142
202.26,0.00167
202.265,0.00188
202.27,0.00198
202.275,0.00195
202.28,0.00186
202.285,0.00171
202.29,0.00135
202.295,0.00109
202.3,0.00116
202.305,0.00137
202.31,0.00157
202.315,0.00163
202.32,0.00159
202.325,0.00147
202.33,0.00128
202.335,0.00118
202.34,0.0012
202.345,0.00133
202.35,0.00152
202.355,0.00168
202.36,0.00179
202.365,0.00191
202.37,0.002
202.375,0.00205
202.38,0.00195
202.385,0.0017
202.39,0.00139
202.395,0.00105
202.4,0.00074
202.405,0.00033
202.41,-0.00013
202.415,-0.00064
202.42,-0.00111
202.425,-0.00139
202.43,-0.00163
202.435,-0.00186
202.44,-0.00216
202.445,-0.00249
202.45,-0.0028
202.455,-0.00313
202.46,-0.00358
202.465,-0.00412
202.47,-0.00452
202.475,-0.00451
202.48,-0.00394
202.485,-0.00307
202.49,-0.00211
202.495,-0.00101
202.5,0.00007
202.505,0.00096
202.51,0.00182
202.515,0.00271
202.52,0.00359
202.525,0.0045
202.53,0.00525
202.535,0.00579
202.54,0.00607
202.545,0.00617
202.55,0.00629
202.555,0.00632
202.56,0.00629
202.565,0.00626
202.57,0.00603
202.575,0.00577
202.58,0.00545
202.585,0.00506
202.59,0.00473
202.595,0.00412
202.6,0.00339
202.605,0.00247
202.61,0.00146
202.615,0.00054
202.62,-0.00039
202.625,-0.00108
202.63,-0.00159
202.635,-0.00173
202.64,-0.00166
202.645,-0.00178
202.65,-0.00192
202.655,-0.00191
202.66,-0.00176
202.665,-0.00156
202.67,-0.00137
202.675,-0.00118
202.68,-0.00087
202.685,-0.00063
202.69,-0.00048
202.695,-0.00049
202.7,-0.0006
202.705,-0.00055
202.71,-0.00045
202.715,-0.00026
202.72,0.00002
202.725,0.00029
202.73,0.00062
202.735,0.00091
202.74,0.00106
202.745,0.00108
202.75,0.00091
202.755,0.00049
202.76,-0.00019
202.765,-0.00107
202.77,-0.00199
202.775,-0.00295
202.78,-0.00393
202.785,-0.00476
202.79,-0.00526
202.795,-0.00536
202.8,-0.00515
202.805,-0.00465
202.81,-0.0039
202.815,-0.00291
202.82,-0.00192
202.825,-0.00092
202.83,0.00007
202.835,0.00074
202.84,0.00113
202.845,0.00117
202.85,0.00082
202.855,0.0002
202.86,-0.00064
202.865,-0.00178
202.87,-0.00306
202.875,-0.00417
202.88,-0.00511
202.885,-0.00579
202.89,-0.00606
202.895,-0.006
202.9,-0.00568
202.905,-0.00513
202.91,-0.00454
202.915,-0.00382
202.92,-0.00288
202.925,-0.00189
202.93,-0.0008
202.935,0.00027
202.94,0.00132
202.945,0.00217
202.95,0.00277
202.955,0.00338
202.96,0.00379
202.965,0.00408
202.97,0.00425
202.975,0.00432
202.98,0.00453
202.985,0.00486
202.99,0.00528
202.995,0.0057
203,0.00615
203.005,0.0065
203.01,0.00666
203.015,0.00673
203.02,0.00658
203.025,0.00614
203.03,0.00547
203.035,0.00458
203.04,0.00344
203.045,0.00204
203.05,0.00047
203.055,-0.00112
203.06,-0.00266
203.065,-0.00398
203.07,-0.00519
203.075,-0.00621
203.08,-0.00661
203.085,-0.00646
203.09,-0.00598
203.095,-0.00527
203.1,-0.00426
203.105,-0.00309
203.11,-0.00202
203.115,-0.00105
203.12,-0.00026
203.125,0.00025
203.13,0.00046
203.135,0.00035
203.14,0.00004
203.145,-0.00039
203.15,-0.00089
203.155,-0.00134
203.16,-0.00177
203.165,-0.00211
203.17,-0.00239
203.175,-0.00265
203.18,-0.00285
203.185,-0.00313
203.19,-0.0034
203.195,-0.00363
203.2,-0.00387
203.205,-0.00414
203.21,-0.0045
203.215,-0.00501
203.22,-0.0057
203.225,-0.00628
203.23,-0.00667
203.235,-0.00683
203.24,-0.00659
203.245,-0.00603
203.25,-0.00521
203.255,-0.00419
203.26,-0.00303
203.265,-0.00196
203.27,-0.00091
203.275,0.00016
203.28,0.00103
203.285,0.00174
203.29,0.00235
203.295,0.0027
203.3,0.00294
203.305,0.00307
203.31,0.00298
203.315,0.00288
203.32,0.00265
203.325,0.00238
203.33,0.00202
203.335,0.00167
203.34,0.00159
203.345,0.00142
203.35,0.00125
203.355,0.00109
203.36,0.00093
203.365,0.00087
203.37,0.00087
203.375,0.00099
203.38,0.00099
203.385,0.00105
203.39,0.00121
203.395,0.00134
203.4,0.00137
203.405,0.00134
203.41,0.00124
203.415,0.00108
203.42,0.00109
203.425,0.00114
203.43,0.00112
203.435,0.00112
203.44,0.0011
203.445,0.0011
203.45,0.00103
203.455,0.0007
203.46,0.00019
203.465,-0.00049
203.47,-0.00123
203.475,-0.00203
203.48,-0.00293
203.485,-0.00388
203.49,-0.00497
203.495,-0.00603
203.5,-0.007
203.505,-0.00791
203.51,-0.00863
203.515,-0.00918
203.52,-0.00945
203.525,-0.00962
203.53,-0.00961
203.535,-0.00935
203.54,-0.00902
203.545,-0.00856
203.55,-0.00797
203.555,-0.00731
203.56,-0.00659
203.565,-0.00585
203.57,-0.00498
203.575,-0.0041
203.58,-0.00328
203.585,-0.00248
203.59,-0.00179
203.595,-0.00131
203.6,-0.00099
203.605,-0.0007
203.61,-0.00062
203.615,-0.00075
203.62,-0.00087
203.625,-0.00114
203.63,-0.00147
203.635,-0.0019
203.64,-0.00233
203.645,-0.00257
203.65,-0.00279
203.655,-0.0028
203.66,-0.00261
203.665,-0.00231
203.67,-0.00178
203.675,-0.0011
203.68,-0.00047
203.685,0.00027
203.69,0.00112
203.695,0.00172
203.7,0.00224
203.705,0.00261
203.71,0.00277
203.715,0.0028
